-0.015479187	1	0	0	0	0
0.036428216	0	1	0	0	0
0.006714775	0	0	1	0	0
-0.003869155	0	0	0	1	0
0.005006585	0	0	0	0	1
-0.030072041	1	0	0	0	0
-0.006781526	0	1	0	0	0
-0.024615497	0	0	1	0	0
0.005173296	0	0	0	1	0
0.035323805	0	0	0	0	1
-0.020316918	1	0	0	0	0
-0.015922116	0	1	0	0	0
-0.032785022	0	0	1	0	0
-0.012925496	0	0	0	1	0
-0.012244034	0	0	0	0	1
-0.002040761	1	0	0	0	0
0.008701476	0	1	0	0	0
-0.010242991	0	0	1	0	0
-0.011366572	0	0	0	1	0
-0.010937705	0	0	0	0	1
0.019916255	1	0	0	0	0
0.025222114	0	1	0	0	0
0.024152803	0	0	1	0	0
0.01449849	0	0	0	1	0
0.015254377	0	0	0	0	1
-0.005323809	1	0	0	0	0
-0.000692958	0	1	0	0	0
0.012088198	0	0	1	0	0
0.034974274	0	0	0	1	0
0.006002006	0	0	0	0	1
0.009946311	1	0	0	0	0
-0.001053428	0	1	0	0	0
0.018013201	0	0	1	0	0
0.018387636	0	0	0	1	0
0.013070762	0	0	0	0	1
0.015886417	1	0	0	0	0
-0.016753115	0	1	0	0	0
0.00576082	0	0	1	0	0
0.018565752	0	0	0	1	0
-0.011791829	0	0	0	0	1
0.002808232	1	0	0	0	0
-0.003601726	0	1	0	0	0
-0.014263503	0	0	1	0	0
-0.007743468	0	0	0	1	0
-0.004565712	0	0	0	0	1
-0.004335421	1	0	0	0	0
-0.006927291	0	1	0	0	0
0.018793272	0	0	1	0	0
-0.005827533	0	0	0	1	0
-0.015573547	0	0	0	0	1
0.000262965	1	0	0	0	0
-0.005971292	0	1	0	0	0
0.005914948	0	0	1	0	0
0.005319859	0	0	0	1	0
0.01565392	0	0	0	0	1
-0.020814146	1	0	0	0	0
-0.014565247	0	1	0	0	0
0.004088313	0	0	1	0	0
0.001071603	0	0	0	1	0
-0.011774544	0	0	0	0	1
-0.026767007	1	0	0	0	0
0.008894788	0	1	0	0	0
-0.002806011	0	0	1	0	0
-0.004572939	0	0	0	1	0
0.001827759	0	1	0	0	0
0.004222495	0	0	1	0	0
0.01208838	0	0	0	1	0
0.007150896	0	0	0	0	1
0.025834577	1	0	0	0	0
0.007160946	0	1	0	0	0
0.026209331	0	0	1	0	0
-0.011426722	0	0	0	1	0
-0.001427265	0	0	0	0	1
0.007234212	1	0	0	0	0
-0.002366111	0	1	0	0	0
0.001201956	0	0	1	0	0
0.01509207	0	0	0	1	0
0.012834334	0	0	0	0	1
-0.020067443	1	0	0	0	0
0.026234285	0	1	0	0	0
0.000369331	0	0	1	0	0
0.000342829	0	0	0	1	0
-0.009049516	0	0	0	0	1
0.003408697	1	0	0	0	0
0.001360232	0	1	0	0	0
0.010440222	0	0	1	0	0
-0.012516644	0	0	0	1	0
0.002588238	0	0	0	0	1
0.007567171	1	0	0	0	0
-0.00447538	0	1	0	0	0
-0.018516582	0	0	1	0	0
0.000895528	0	0	0	0	1
-0.002195469	1	0	0	0	0
0.012250728	0	1	0	0	0
-0.010135824	0	0	1	0	0
-0.002958529	0	0	0	1	0
0.019516154	0	0	0	0	1
0.005181495	0	1	0	0	0
0.033777743	0	0	1	0	0
0.000846496	0	0	0	1	0
0.014948966	0	0	0	0	1
0.018139963	1	0	0	0	0
0.011540875	0	1	0	0	0
0.010961086	0	0	1	0	0
-0.009473256	0	0	0	1	0
0.003887008	0	0	0	0	1
0.011348389	1	0	0	0	0
-0.000533318	0	1	0	0	0
0.012525236	0	0	1	0	0
0.018548696	0	0	0	1	0
-0.002442023	0	0	0	0	1
-0.016295403	1	0	0	0	0
0.012768691	0	1	0	0	0
-0.004825738	0	0	1	0	0
-0.021091923	0	0	0	1	0
0.00380968	0	0	0	0	1
0.001626023	1	0	0	0	0
-0.006360485	0	1	0	0	0
0.020759752	0	0	1	0	0
0.006121514	0	0	0	1	0
0.021036139	0	0	0	0	1
-0.007034507	1	0	0	0	0
-0.004004639	0	1	0	0	0
0.005160102	0	0	1	0	0
0.008126913	0	0	0	1	0
0.006359332	0	0	0	0	1
0.008690652	1	0	0	0	0
0.010540054	0	1	0	0	0
0.011366408	0	0	1	0	0
0.001650812	0	0	0	1	0
-0.002177282	0	0	0	0	1
-0.019633008	1	0	0	0	0
-0.011387832	0	1	0	0	0
-0.01620862	0	0	1	0	0
0.009319118	0	0	0	0	1
-0.018292571	1	0	0	0	0
-0.01251156	0	1	0	0	0
0.010862172	0	0	1	0	0
0.005086574	0	0	0	1	0
0.001833449	0	0	0	0	1
-0.002450529	1	0	0	0	0
0.008481755	0	1	0	0	0
0.000749426	0	0	1	0	0
-0.002886153	0	0	0	1	0
0.01242673	0	0	0	0	1
0.006791607	1	0	0	0	0
0.001187529	0	1	0	0	0
-0.002994134	0	0	1	0	0
0.000361564	0	0	0	1	0
-0.002790529	0	0	0	0	1
-0.00145875	1	0	0	0	0
0.001201869	0	1	0	0	0
-0.014403911	0	0	1	0	0
-0.011136499	0	0	0	1	0
0.004245692	0	0	0	0	1
-0.009241317	0	1	0	0	0
0.014283338	0	0	1	0	0
0.000775216	0	0	0	1	0
0.003370168	0	0	0	0	1
0.000282882	1	0	0	0	0
-0.010983958	0	1	0	0	0
0.009851964	0	0	1	0	0
-0.016956758	0	0	0	1	0
-0.004368507	0	0	0	0	1
0.000906508	1	0	0	0	0
0.005103136	0	1	0	0	0
0.003514082	0	0	1	0	0
-0.010767529	0	0	0	1	0
0.007618602	0	0	0	0	1
0.001614475	1	0	0	0	0
0.000387714	0	1	0	0	0
0.011791992	0	0	1	0	0
-0.002577709	0	0	0	1	0
-0.000330405	0	0	0	0	1
0.008020784	1	0	0	0	0
0.01645871	0	1	0	0	0
0.025211549	0	0	1	0	0
-0.001229158	0	0	0	1	0
